,Unnamed: 0,County,Household 65+,Average Household Size,Median Housing Costs,Income,Percent Overcrowded,Percent Below Poverty Level,Percent Less Than High School Education,Percent Non White,Unemployment Rate 2019,"Peak Covid Death Rates per 100,000","Peak Covid Case Rates per 100,000","Covid Case Rates per 100,000","Covid Death Rates per 100,000",Urban Percent,Rural Percent,State,Unemployment Rate 2020,Labor Force,"Mortality Rate Per 100,000",Population,Projected Deaths From Unemployment,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Covid Death Rate (Delayed After Lockdown)
198,198,Stanislaus County,0.2839480615073204,3.09,1235,67253,0.06908072548275426,15.1,0.1333870485646337,0.23432328044860584,5.5,492.49990919986925,27139.79588130607,7390.222641920605,130.75218828315113,0.9158732723129976,0.08412672768700244,CA,17.5,233351.0,743.0,9025208.0,16.13691630375721,-36.3235294117647,-4.411764705882354,-0.07352941176470587,-20.602941176470583,-33.51470588235294,12.852941176470587,10.016389649967069
207,207,Adams County,0.21375187744067287,3.0,1411,80651,0.054028236707720036,10.8,0.10415268918418233,0.18439501059296806,2.9,271.3457706587093,17375.40610064145,8390.073073957185,106.682952566672,0.9626262750098078,0.03737372499019223,CO,12.6,268896.0,567.9,7615339.0,13.615598737442939,-31.970588235294123,-8.514705882352942,5.588235294117646,-20.102941176470583,-39.9264705882353,16.044117647058822,3.886891968958965
219,219,Denver County,0.20391308818212875,2.29,1387,87649,0.03190039170682684,12.9,0.0859744360577027,0.2388785899747157,2.7,145.21232489607556,15280.296915200677,7232.42635218664,97.49577495389921,1.0,0.0,CO,13.4,415800.0,743.2,10699259.0,21.63307734115045,-50.36764705882353,-14.323529411764708,-2.2058823529411766,-68.67647058823529,-50.08823529411765,19.44117647058824,3.701190895556412
256,256,Hartford County,0.30148284285746896,2.48,1341,95628,0.017650852720257532,10.8,0.07029199465660671,0.2933095781933186,3.8,366.0341811330911,23217.601937828018,6271.699636657248,222.154936527161,0.9502443560303434,0.049755643969656566,CT,7.9,455585.0,893.3,15881082.0,7.354760910087867,-40.04411764705883,-13.132352941176471,28.95588235294117,-48.529411764705884,-44.45588235294117,18.11764705882353,4.206262520400058
258,258,Middlesex County,0.32645473413865705,2.34,1509,110020,0.008750055994385629,6.9,0.04110970196575777,0.12000392510410728,3.1,509.73922036986875,21904.01142603856,4950.257332118496,178.53185254500235,0.7743629488087443,0.2256370511912557,CT,6.9,88083.0,859.1,2921373.0,6.890178012119644,-27.10294117647059,-9.367647058823527,95.04411764705885,-32.0,-40.25,16.426470588235293,5.339954877381286
259,259,New Haven County,0.3063538351705529,2.51,1377,90449,0.019166777585518442,11.7,0.06854951747636713,0.2669032422832074,4.2,401.5176243072592,21976.7723458246,6544.90106544901,197.13205039560955,0.966751748599463,0.03324825140053701,CT,7.9,426751.0,901.2,15294293.0,6.5127752103873,-36.01470588235294,-13.735294117647054,13.426470588235292,-40.617647058823536,-42.3235294117647,17.279411764705884,3.5307287496061437
264,264,New Castle County,0.2829630421369195,2.62,1246,91568,0.013734702107088895,11.4,0.055055896288545805,0.35777152463747264,3.9,184.6969949154636,24388.59388674424,6971.774648189808,88.76909833146307,0.9561999163260708,0.04380008367392913,DE,14.1,285481.0,797.6,9538943.0,17.043559958205012,-37.558823529411775,-17.66176470588235,4.529411764705882,-47.911764705882355,-46.661764705882355,18.573529411764707,5.367471008056134
270,270,Brevard County,0.4020883875755695,2.51,971,71135,0.015302690339688478,11.8,0.057644504252081126,0.17509952912603946,2.8,155.49670898525102,13627.891059271491,4187.612760033358,93.69673490136923,0.9503305368630124,0.049669463136987516,FL,12.8,267189.0,1118.8,9534289.0,21.947282827277427,-33.22058823529412,-14.514705882352946,-17.88235294117647,-26.220588235294123,-38.23529411764706,13.397058823529413,8.264905752280008
271,271,Broward County,0.3153901891167307,2.77,1356,71206,0.04064632997608869,13.1,0.07753686345332725,0.3925449264226809,4.0,118.60027099854669,19789.038999824865,7940.78999251323,99.6016956356534,0.9998210733623892,0.00017892663761062601,FL,14.9,940796.0,864.5,31521986.0,19.686632128635548,-43.11764705882353,-18.66176470588235,-50.191176470588225,-63.83823529411765,-43.970588235294116,20.544117647058822,11.027223982651346
272,272,Calhoun County,0.390357698289269,2.74,477,57225,0.02199511219728949,14.7,0.13213213213213212,0.1955855730399666,2.6,680.6097128677774,34285.71428571428,10102.80042538107,226.86990428925915,0.224870811801967,0.775129188198033,FL,7.5,4226.0,1088.6,251602.0,6.2715928124577704,-35.647058823529406,-6.647058823529411,18.176470588235293,-25.52941176470589,-45.63235294117647,15.970588235294118,6.359249926471173
275,275,Clay County,0.2972972972972973,2.83,1091,74803,0.01751577361333459,10.2,0.05534170686279192,0.207663016484946,3.8,218.9261671501286,22812.1066170434,6211.1178005217735,95.3241019466185,0.837727549749596,0.1622724502504041,FL,9.8,95568.0,769.5,3188382.0,9.687240086037368,-27.426470588235286,-1.1176470588235294,102.76470588235294,-15.897058823529413,-41.897058823529406,16.029411764705884,6.021863126814791
276,276,Collier County,0.5090537771281097,2.57,1272,82092,0.04053742157939278,11.2,0.09735624964312226,0.1118418750151432,2.0,177.7075723171093,15261.027482320176,6552.317213212712,96.12836514229595,0.9279566949487578,0.07204330505124229,FL,13.4,165603.0,878.5,5577421.0,20.815144477886818,-46.75,-23.882352941176467,-56.30882352941178,-39.73529411764706,-38.95588235294117,14.544117647058822,9.108152316276644
278,278,DeSoto County,0.4039098740888005,2.77,591,41913,0.0529324055666004,26.8,0.1825346964418299,0.15781914749478365,2.2,505.24986184574084,16578.511091813372,8326.096681666271,163.1536012210205,0.5733379026730637,0.4266620973269363,FL,7.0,13670.0,870.1,612446.0,6.5254303432465885,-23.220588235294123,3.4411764705882355,11.058823529411764,-11.558823529411766,-33.617647058823536,12.794117647058822,9.796782083644926
279,279,Duval County,0.2566278397080747,2.55,1084,67947,0.02393587432970652,14.5,0.06942278287879566,0.4023281698294997,3.7,126.54593293692018,26896.648934226392,7636.399705561443,82.27573857614942,0.9745576417168186,0.025442358283181376,FL,11.5,443405.0,849.9,15251490.0,13.491144182437255,-28.632352941176467,-7.1764705882352935,-8.279411764705884,-33.779411764705884,-37.661764705882355,14.088235294117649,5.324069976113809
291,291,Hillsborough County,0.2595866394260465,2.66,1150,72124,0.0313507863353447,14.6,0.07786303656852987,0.29541271115773426,3.5,127.99191286767105,18338.713885084457,6113.516054696841,79.14574229874562,0.9681659118211052,0.03183408817889466,FL,12.3,685251.0,779.4,21279027.0,15.461051471498205,-37.02941176470589,-16.485294117647058,-34.588235294117645,-57.79411764705882,-42.602941176470594,16.661764705882348,8.75979902652504
302,302,Manatee County,0.455729381656072,2.61,1053,71605,0.021512699854151187,11.8,0.07647257099519676,0.14602056671689922,3.2,154.7415642289084,18351.75435768612,6333.988835792914,112.3364240315633,0.9600787538363542,0.03992124616364584,FL,13.5,161732.0,1099.6,5652231.0,22.685379576878578,-38.51470588235294,-15.073529411764708,-21.19117647058824,-44.57352941176471,-35.073529411764696,13.485294117647054,11.393731077162276
